時間,預報時效(小時),有效時間,2米溫度(°C),2米露點溫度(°C),2米相對濕度(%),海平面氣壓(hPa),10米U風(m/s),10米V風(m/s),10米風速(m/s),10米風向(度),陣風(m/s),總雲量(%),低雲量(%),中雲量(%),高雲量(%),降雨類型,累積降水量(mm),對流可用位能(J/kg),對流抑制指數(J/kg),可降水量(mm),螺旋度(m²/s²)
2024-10-26 00:00:00,138,2024-10-31 18:00:00,24.7,14.1,51.8,1007.2,2.5,-10.4,10.7,346.3,14.0,70.6,0.0,0.0,70.6,0.0,0.0,0.0,0.5,30.6,151.7
2024-10-26 00:00:00,141,2024-10-31 21:00:00,23.8,13.1,51.2,1006.7,3.1,-10.8,11.2,343.9,14.9,93.3,0.0,0.0,93.3,0.0,0.0,0.0,-0.1,30.4,141.6
2024-10-26 00:00:00,144,2024-11-01 00:00:00,23.7,12.8,50.4,1008.2,2.9,-11.6,11.9,346.1,16.0,92.6,0.0,0.0,92.6,0.0,0.0,0.0,0.3,28.3,169.6
2024-10-26 00:00:00,147,2024-11-01 03:00:00,26.7,13.0,43.7,1008.1,2.6,-11.5,11.8,347.3,14.7,98.0,0.0,0.0,98.0,0.0,0.0,0.0,-0.1,22.4,136.8
2024-10-26 00:00:00,150,2024-11-01 06:00:00,28.3,14.8,44.7,1005.9,2.0,-10.0,10.2,348.5,13.2,43.7,0.0,0.0,43.7,0.0,0.0,0.0,0.1,20.6,85.7
2024-10-26 00:00:00,153,2024-11-01 09:00:00,28.8,16.0,46.4,1005.6,2.4,-8.3,8.6,343.8,12.3,99.2,0.0,0.0,99.2,0.0,0.0,0.0,-0.5,25.5,77.1
2024-10-26 00:00:00,156,2024-11-01 12:00:00,26.7,15.3,49.9,1008.3,3.0,-8.8,9.3,340.9,13.3,90.8,0.0,0.0,90.8,0.0,0.0,0.0,-0.3,29.5,177.1
2024-10-26 00:00:00,159,2024-11-01 15:00:00,25.1,14.8,53.1,1009.6,2.6,-9.5,9.9,344.5,13.4,84.2,0.0,0.0,84.2,0.0,0.0,0.6,-0.1,30.2,259.4
2024-10-26 00:00:00,162,2024-11-01 18:00:00,23.7,13.6,53.1,1009.4,2.3,-10.1,10.4,347.1,13.7,76.5,0.0,0.0,76.5,0.0,0.0,0.0,0.5,32.6,331.7
2024-10-26 00:00:00,165,2024-11-01 21:00:00,23.1,13.2,53.6,1009.6,1.8,-10.4,10.6,350.2,14.3,25.4,0.0,0.0,25.4,0.0,0.0,0.0,-0.0,34.3,296.5
2024-10-26 00:00:00,168,2024-11-02 00:00:00,23.3,13.3,53.8,1011.2,1.0,-11.0,11.0,354.6,15.3,16.6,0.0,0.0,16.6,0.0,0.0,0.0,-0.3,35.6,340.3
2024-10-26 00:00:00,171,2024-11-02 03:00:00,25.4,15.5,54.3,1011.6,-1.9,-10.7,10.9,10.2,14.1,5.0,0.0,0.0,5.0,0.0,0.0,0.0,-0.0,36.1,246.8
2024-10-26 00:00:00,174,2024-11-02 06:00:00,27.6,16.3,51.0,1009.1,-2.5,-10.1,10.4,13.9,13.4,53.2,0.0,0.0,53.2,0.0,0.0,0.0,0.0,35.3,137.9
2024-10-26 00:00:00,177,2024-11-02 09:00:00,27.8,16.2,49.6,1009.1,-2.6,-9.9,10.3,14.7,13.7,98.1,0.0,0.0,98.1,0.0,0.0,0.0,-0.0,35.2,119.8
2024-10-26 00:00:00,180,2024-11-02 12:00:00,26.5,15.7,51.7,1011.5,-1.8,-8.3,8.5,12.2,11.1,96.5,0.2,0.0,96.5,0.0,0.0,0.0,0.0,35.3,96.8
2024-10-26 00:00:00,183,2024-11-02 15:00:00,25.0,14.7,52.6,1013.1,-3.0,-8.3,8.8,20.1,12.1,98.3,0.3,0.0,98.3,0.0,0.0,0.0,-0.0,33.4,76.0
2024-10-26 00:00:00,186,2024-11-02 18:00:00,24.1,13.9,53.0,1012.2,-2.2,-8.5,8.8,14.4,11.8,84.6,0.0,0.0,84.6,0.0,0.0,0.0,-0.0,32.4,85.8
2024-10-26 00:00:00,189,2024-11-02 21:00:00,23.2,13.5,54.3,1012.2,-1.2,-8.2,8.3,8.5,10.7,61.1,0.0,0.0,61.1,0.0,0.0,0.0,-0.2,32.0,72.1
2024-10-26 00:00:00,192,2024-11-03 00:00:00,23.1,13.6,54.9,1014.0,-2.2,-8.3,8.5,14.8,11.2,71.3,0.0,0.0,71.3,0.0,0.0,0.0,-0.2,31.5,66.8
2024-10-26 00:00:00,195,2024-11-03 03:00:00,24.8,14.1,51.6,1013.9,-3.6,-7.6,8.4,25.3,9.4,84.7,0.0,0.0,84.7,0.0,0.0,0.0,-0.0,31.3,45.6
2024-10-26 00:00:00,198,2024-11-03 06:00:00,26.3,15.1,50.4,1011.6,-3.3,-4.3,5.4,37.6,7.3,47.2,0.1,0.0,47.2,0.0,0.0,0.5,-0.2,31.3,0.8
2024-10-26 00:00:00,201,2024-11-03 09:00:00,26.3,16.1,53.6,1011.2,-3.8,-0.5,3.8,82.2,5.6,51.6,18.9,0.0,36.0,0.0,0.0,3.0,-2.5,32.1,-41.6
2024-10-26 00:00:00,204,2024-11-03 12:00:00,25.7,17.5,60.4,1013.3,-4.7,-4.7,6.6,45.0,8.0,71.2,0.0,0.0,71.2,0.0,0.0,3.2,-1.7,33.9,36.8
2024-10-26 00:00:00,207,2024-11-03 15:00:00,24.3,16.2,60.8,1014.1,-3.2,-7.4,8.1,23.4,9.4,25.2,9.5,0.8,21.7,0.0,0.0,0.0,-0.2,37.3,100.6
2024-10-26 00:00:00,210,2024-11-03 18:00:00,23.5,15.8,62.1,1013.4,-1.4,-7.8,7.9,10.2,8.8,99.6,99.6,5.0,23.6,0.0,0.0,0.0,-0.0,46.0,149.6
2024-10-26 00:00:00,213,2024-11-03 21:00:00,22.8,15.6,63.9,1012.8,-1.0,-8.3,8.4,6.7,10.0,100.0,100.0,7.1,7.0,0.0,0.0,0.0,0.2,50.8,197.7
2024-10-26 00:00:00,216,2024-11-04 00:00:00,21.3,17.0,76.8,1014.4,-1.7,-8.4,8.5,11.5,11.3,100.0,100.0,26.4,100.0,0.7,1.9,0.0,0.0,56.2,238.7
2024-10-26 00:00:00,219,2024-11-04 03:00:00,22.0,17.1,73.7,1014.7,-1.8,-8.3,8.5,12.3,10.3,100.0,100.0,24.7,78.5,0.8,0.7,0.0,-0.0,57.5,256.0
2024-10-26 00:00:00,222,2024-11-04 06:00:00,21.6,17.8,79.2,1012.2,-0.9,-8.8,8.9,5.9,11.0,100.0,100.0,87.5,40.1,0.5,2.6,1.2,0.0,58.5,362.8
2024-10-26 00:00:00,225,2024-11-04 09:00:00,21.1,19.2,88.7,1012.1,-2.7,-8.8,9.2,17.1,13.1,100.0,94.4,100.0,100.0,1.0,5.2,4.7,-0.2,59.8,246.1
2024-10-26 00:00:00,228,2024-11-04 12:00:00,21.3,20.1,93.2,1014.3,-4.5,-6.8,8.2,33.1,12.0,100.0,99.1,100.0,100.0,1.0,20.1,12.7,0.2,60.0,437.7
2024-10-26 00:00:00,231,2024-11-04 15:00:00,21.6,20.3,92.0,1014.4,-4.4,-6.8,8.1,33.0,11.5,100.0,94.4,100.0,99.5,1.0,2.0,14.5,-1.8,58.4,322.3
2024-10-26 00:00:00,234,2024-11-04 18:00:00,21.3,19.9,91.8,1012.2,-3.1,-8.9,9.4,19.2,13.2,100.0,78.2,100.0,100.0,1.0,3.7,7.0,-14.3,57.4,456.1
2024-10-26 00:00:00,237,2024-11-04 21:00:00,21.5,20.2,92.2,1010.9,-6.7,-8.6,10.9,38.1,16.0,100.0,100.0,100.0,69.5,1.0,4.9,14.5,-16.8,59.3,472.1
2024-10-26 00:00:00,240,2024-11-05 00:00:00,22.2,20.6,90.7,1011.8,-9.3,-6.8,11.5,53.9,17.7,100.0,100.0,99.9,98.0,1.0,10.5,38.5,-14.9,59.6,591.1
2024-10-26 00:00:00,243,2024-11-05 03:00:00,22.7,21.0,90.6,1010.7,-11.1,-6.9,13.1,58.3,18.9,100.0,100.0,100.0,100.0,1.0,6.0,28.7,-12.3,62.4,690.8
2024-10-26 00:00:00,246,2024-11-05 06:00:00,23.5,22.6,94.4,1007.9,-12.2,0.4,12.2,91.8,18.9,100.0,97.6,96.2,100.0,1.0,20.6,287.6,-5.9,61.4,524.3
2024-10-26 00:00:00,249,2024-11-05 09:00:00,25.1,22.5,85.6,1008.1,-7.0,9.2,11.6,142.9,15.9,100.0,94.8,100.0,100.0,0.9,12.2,278.1,-4.7,61.4,168.1
2024-10-26 00:00:00,252,2024-11-05 12:00:00,25.0,22.3,85.0,1010.7,-5.4,8.0,9.7,146.2,14.2,100.0,78.3,100.0,100.0,1.0,16.8,229.2,-10.8,58.2,164.3
2024-10-26 00:00:00,255,2024-11-05 15:00:00,24.1,20.7,81.5,1011.9,0.7,8.1,8.1,185.0,10.8,100.0,46.0,92.1,85.1,0.2,1.0,32.8,-1.5,59.0,135.5
2024-10-26 00:00:00,258,2024-11-05 18:00:00,23.9,20.1,79.8,1011.4,3.0,5.6,6.4,208.5,8.0,100.0,68.6,77.2,100.0,0.0,1.1,9.0,-14.7,55.5,94.5
2024-10-26 00:00:00,261,2024-11-05 21:00:00,22.7,19.5,82.2,1011.7,3.3,2.2,3.9,236.8,4.6,100.0,30.5,28.1,100.0,0.0,0.0,0.7,-27.3,52.2,77.0
2024-10-26 00:00:00,264,2024-11-06 00:00:00,21.9,19.0,84.0,1014.1,2.9,-2.5,3.8,311.6,3.8,99.7,71.7,14.4,99.7,0.0,0.0,0.0,-0.0,49.6,147.6
2024-10-26 00:00:00,267,2024-11-06 03:00:00,21.4,18.9,85.3,1015.0,3.3,-6.1,6.9,331.1,6.7,100.0,99.9,0.6,100.0,0.0,0.0,2.4,0.0,45.2,230.1
2024-10-26 00:00:00,270,2024-11-06 06:00:00,20.5,18.1,86.4,1014.0,3.2,-8.2,8.8,338.9,9.2,100.0,100.0,0.3,63.9,0.3,0.1,4.5,0.1,42.0,266.6
2024-10-26 00:00:00,273,2024-11-06 09:00:00,19.5,17.8,89.6,1014.9,2.0,-8.8,9.0,347.3,10.5,100.0,100.0,0.0,100.0,1.0,0.8,7.4,0.0,41.1,377.7
2024-10-26 00:00:00,276,2024-11-06 12:00:00,19.4,17.4,88.6,1017.6,0.1,-10.0,10.0,359.2,12.3,100.0,100.0,0.0,50.8,1.0,2.8,10.1,0.0,37.4,511.5
2024-10-26 00:00:00,279,2024-11-06 15:00:00,18.7,16.2,85.3,1018.8,-0.5,-10.8,10.8,2.6,12.5,100.0,100.0,0.0,20.7,1.0,0.7,8.1,-0.1,35.7,462.6
2024-10-26 00:00:00,282,2024-11-06 18:00:00,17.8,14.9,82.8,1018.9,-1.2,-10.3,10.4,6.7,12.0,100.0,100.0,0.0,57.2,1.0,1.0,7.8,0.2,35.0,427.4
2024-10-26 00:00:00,285,2024-11-06 21:00:00,17.3,14.2,82.2,1019.2,-1.0,-10.3,10.4,5.3,12.1,100.0,100.0,0.0,14.2,1.0,0.4,6.0,0.3,34.4,424.2
2024-10-26 00:00:00,288,2024-11-07 00:00:00,17.1,13.7,80.4,1021.5,-0.9,-10.0,10.1,5.2,11.8,100.0,100.0,0.0,60.1,1.0,0.6,5.4,0.3,34.6,361.6
2024-10-26 00:00:00,291,2024-11-07 03:00:00,17.4,13.5,77.6,1021.8,-1.9,-9.7,9.9,11.2,11.5,99.2,99.2,0.0,89.3,0.0,0.1,3.2,-0.0,34.1,295.6
2024-10-26 00:00:00,294,2024-11-07 06:00:00,18.1,13.6,75.3,1020.0,-2.4,-8.6,8.9,15.5,10.2,99.3,99.3,0.0,5.2,0.4,0.2,4.0,0.0,33.5,208.0
2024-10-26 00:00:00,297,2024-11-07 09:00:00,19.1,13.7,70.9,1020.4,-2.6,-7.7,8.1,19.0,9.3,100.0,100.0,0.0,0.7,0.4,0.3,2.3,0.2,36.4,136.1
2024-10-26 00:00:00,300,2024-11-07 12:00:00,18.6,13.5,72.0,1022.3,-2.6,-8.6,9.0,17.1,10.6,99.6,99.6,0.0,0.0,0.2,0.4,1.4,-0.3,36.3,182.6
2024-10-26 00:00:00,303,2024-11-07 15:00:00,18.2,13.1,72.2,1023.4,-1.9,-8.7,8.9,12.1,10.1,85.1,85.1,2.1,5.7,0.0,0.0,1.1,0.3,36.6,187.1
2024-10-26 00:00:00,306,2024-11-07 18:00:00,16.9,12.3,74.3,1023.0,-0.5,-8.9,8.9,3.5,10.2,47.7,12.8,2.9,46.9,0.0,0.0,0.9,-0.0,37.1,196.1
2024-10-26 00:00:00,309,2024-11-07 21:00:00,16.1,11.8,75.8,1023.1,0.3,-8.7,8.7,357.8,10.4,9.2,5.7,4.2,3.9,0.0,0.0,0.7,-0.0,36.6,168.4
2024-10-26 00:00:00,312,2024-11-08 00:00:00,16.2,11.7,74.5,1024.9,-0.4,-8.7,8.7,2.4,10.4,37.0,36.1,2.3,0.0,0.0,0.0,0.4,-0.0,35.8,143.5
2024-10-26 00:00:00,315,2024-11-08 03:00:00,18.6,11.9,65.1,1024.8,-1.6,-8.8,9.0,10.6,9.9,8.5,6.4,2.2,0.0,0.0,0.0,0.0,0.0,35.7,135.5
2024-10-26 00:00:00,318,2024-11-08 06:00:00,20.7,12.2,58.4,1022.1,-2.1,-7.8,8.0,15.2,8.9,1.6,0.0,1.6,0.0,0.0,0.0,0.0,-0.0,35.0,100.7
2024-10-26 00:00:00,321,2024-11-08 09:00:00,22.0,12.8,56.0,1021.6,-2.4,-6.8,7.2,19.2,8.2,1.5,0.0,1.2,1.4,0.0,0.0,0.0,-0.0,35.2,72.3
2024-10-26 00:00:00,324,2024-11-08 12:00:00,21.1,13.0,59.9,1024.0,-4.5,-7.2,8.4,31.9,9.6,4.7,0.0,4.3,2.6,0.0,0.0,0.0,0.0,35.2,89.9
2024-10-26 00:00:00,327,2024-11-08 15:00:00,19.8,12.5,62.6,1024.8,-5.2,-8.7,10.1,30.7,11.7,22.4,0.0,22.4,0.0,0.0,0.0,0.0,-0.3,35.8,133.5
2024-10-26 00:00:00,330,2024-11-08 18:00:00,19.0,11.5,61.7,1023.8,-3.6,-8.7,9.4,22.4,11.4,27.6,0.0,27.6,0.0,0.0,0.0,0.0,0.3,34.8,152.1
2024-10-26 00:00:00,333,2024-11-08 21:00:00,18.3,10.0,58.5,1023.3,-1.8,-8.0,8.2,12.9,10.2,24.6,0.0,5.4,24.6,0.0,0.0,0.0,0.0,33.1,140.0
2024-10-26 00:00:00,336,2024-11-09 00:00:00,18.2,8.6,53.6,1024.9,-2.1,-7.8,8.1,15.2,10.5,71.8,0.0,3.6,71.8,0.0,0.0,0.0,-0.0,31.8,124.8
2024-10-26 00:00:00,339,2024-11-09 03:00:00,19.9,7.3,44.6,1024.9,-3.1,-8.3,8.9,20.6,10.4,76.1,0.0,2.4,76.1,0.0,0.0,0.0,-0.2,30.3,140.2
2024-10-26 00:00:00,342,2024-11-09 06:00:00,21.2,8.0,43.0,1022.7,-3.5,-7.4,8.2,25.1,9.1,90.6,0.0,0.0,90.6,0.0,0.0,0.0,0.0,29.4,97.3
2024-10-26 00:00:00,345,2024-11-09 09:00:00,21.7,9.2,44.8,1022.1,-4.3,-6.5,7.8,33.7,8.7,66.6,0.0,0.5,66.6,0.0,0.0,0.0,-0.0,29.0,79.7
2024-10-26 00:00:00,348,2024-11-09 12:00:00,20.7,10.2,50.9,1023.9,-5.4,-7.0,8.8,37.7,10.1,97.0,0.0,3.5,97.0,0.0,0.0,0.0,0.4,29.0,93.7
2024-10-26 00:00:00,351,2024-11-09 15:00:00,19.8,10.6,55.2,1024.1,-4.8,-6.9,8.4,34.8,9.2,100.0,0.0,4.7,100.0,0.0,0.0,0.0,0.0,29.5,107.2
2024-10-26 00:00:00,354,2024-11-09 18:00:00,19.4,10.7,57.2,1022.9,-2.3,-6.3,6.8,20.0,7.6,100.0,8.2,39.8,100.0,0.0,0.0,0.0,0.0,30.6,113.8
2024-10-26 00:00:00,357,2024-11-09 21:00:00,18.6,10.3,58.3,1022.0,-1.5,-6.7,6.9,12.2,8.2,96.9,33.7,58.8,87.3,0.0,0.0,0.0,-0.4,30.6,125.5
2024-10-26 00:00:00,360,2024-11-10 00:00:00,18.3,9.8,57.8,1023.4,-0.6,-6.3,6.3,5.4,7.5,94.9,0.0,4.8,94.9,0.0,0.0,0.0,0.0,30.4,80.6
2024-10-26 00:00:00,363,2024-11-10 03:00:00,19.9,10.2,53.7,1023.6,-2.1,-6.5,6.8,17.7,7.3,91.8,0.0,17.4,91.8,0.0,0.0,0.0,0.0,30.2,71.1
2024-10-26 00:00:00,366,2024-11-10 06:00:00,21.0,10.7,51.9,1020.8,-2.9,-5.3,6.0,29.2,6.4,94.1,0.0,82.7,94.1,0.0,0.0,0.0,-0.0,31.5,44.2
2024-10-26 00:00:00,369,2024-11-10 09:00:00,21.7,11.3,51.7,1019.9,-2.5,-5.8,6.4,23.2,7.0,100.0,0.0,85.4,100.0,0.0,0.0,0.0,-0.0,32.6,45.7
2024-10-26 00:00:00,372,2024-11-10 12:00:00,21.1,12.0,56.1,1021.4,-3.1,-6.0,6.7,27.3,7.9,100.0,0.0,57.7,100.0,0.0,0.0,0.0,-0.0,33.8,60.4
2024-10-26 00:00:00,375,2024-11-10 15:00:00,20.5,12.3,59.2,1021.8,-3.3,-6.7,7.5,26.1,8.4,100.0,0.0,100.0,100.0,0.0,0.0,0.0,-0.0,35.1,77.4
2024-10-26 00:00:00,378,2024-11-10 18:00:00,20.1,12.5,61.6,1020.1,-2.0,-6.2,6.5,17.6,7.5,100.0,0.0,98.3,93.2,0.0,0.0,0.0,-0.2,35.4,76.3
2024-10-26 00:00:00,381,2024-11-10 21:00:00,19.3,12.1,62.8,1019.5,-1.5,-6.7,6.8,12.3,8.1,99.3,0.0,98.8,89.3,0.0,0.0,0.0,0.0,35.0,81.7
2024-10-26 00:00:00,384,2024-11-11 00:00:00,19.0,11.7,62.3,1020.9,-0.8,-6.6,6.6,6.7,7.8,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,34.9,80.9
